title,address,longitude,latitude,coord_type,number,count,company,houseId
地铁13号线300米公寓出租团片真实个人,芍药居,116.435914,39.977636,1,3300.0,1,经纪人,2260218311x
茶贸 外围南向 宽敞明亮无遮挡 商住两用 拎包入住,茶贸国际中心,116.329574,39.882526,1,3300.0,1,北京康居易房地产经纪有限公司,2293381606x
新宫地铁口精装修一居室 真实图片,御槐园,116.375491,39.814659,1,3300.0,2,北京永亮嘉业房地产经纪有限公司,2165949940x
直租F区正规一居室 紧邻地铁 公交站旁 交通方便,鸿博家园,116.473153,39.829755,1,2800.0,1,北京居无忧房地产经纪有限公司,2255272326x
双桥地铁站，金隅康惠园45平稀缺1居，干净整洁，拎包入住稀缺,康惠园,116.583624,39.905979,1,2800.0,1,北京好来屋房地产经纪有限公司,2186326208x
生物医药基地 珺悦国际 全齐精美一居 直接拎包入住 随时看！,珺悦国际,116.313378,39.686278,1,3000.0,1,北京金美之家房地产经纪有限公司,2285558452x
通州北关温榆河公园金地格林格林精装全齐正规一居室,金地格林格林,116.653678,39.951342,1,3100.0,1,北京链家房地产经纪有限公司,2312399350x
北京像素独厨独卫，精装修首次出租,中弘北京像素,116.615040,39.928041,1,2800.0,3,经纪人,2329811606x
马家堡 7克拉 地铁10号线 高端公寓 拎包入住 随时看房,7克拉,116.385346,39.839382,1,3000.0,1,北京幸福家房地产经纪有限公司,2305647553x
【 全源】非常值得一看的业主房源！性价比超高！紧邻地铁6号线！,呼家楼北街,116.465138,39.922707,1,3300.0,1,北京我爱我家房地产经纪有限公司,1463484536x
宣武马连道世纪茶贸 精装一居 低价出租 家电齐全 随时看房,马连道世纪茶贸中心,116.329574,39.882526,1,2800.0,1,北京华夏武阳房地产经纪有限公司,2300235614x
7克拉 精装开间 家电全齐 紧邻地铁10号线 随时看房,7克拉,116.385346,39.839382,1,2800.0,1,北京幸福家房地产经纪有限公司,2295696585x
东城 安定门地铁旁平房独厨卫家电全购物方便随时看房拎包入住,安定门社区,116.408435,39.948122,1,2900.0,1,恒达家园（北京）房地产经纪有限公司,2312204812x
大兴区 西红门 兴海家园星苑 精装全齐一居室 330,兴海家园日苑,116.33163,39.792486,1,3300.0,1,爱屋吉屋,2325674732x
直达国贸 四惠 临近双桥 高碑店 传媒地铁精装开间,北花园小区,116.549693,39.905338,1,3200.0,1,,2200507307x
【 全源】玉泉路地铁口精装一居室家的全齐随时看房带电梯,复兴路46号院,116.253741,39.906256,1,3300.0,1,北京我爱我家房地产经纪有限公司,2309480677x
正规超低价【开间】押一付一 家具家电全，卫生间厨房都有!!!,芍药居5号院,116.431986,39.981766,1,3200.0,1,北京世杰佳园房地产经纪有限公司,2017899000x
六号线草房站独厨独卫首次出租,中弘北京像素,116.615040,39.928041,1,3000.0,1,经纪人,2272188552x
茶贸中心公寓精装修.家电齐全 拎包入住 临近地铁 价格便宜,茶贸国际中心,116.329574,39.882526,1,3000.0,1,北京康居易房地产经纪有限公司,2307072922x
三山正规一居 黄金二层 采光好 南北通透 家电齐全 随时看房,三山新新家园,116.535368,40.09663,1,2800.0,1,北京金色时光房地产经纪有限公司,2320631480x
7克拉开间 紧邻地铁10号线 首次出租 随时看房,7克拉,116.385346,39.839382,1,2800.0,1,北京幸福家房地产经纪有限公司,2298421533x
为你而选为你为家 出小区就有668 30分钟可直达国贸,长城国际,116.632573,39.893652,1,3200.0,1,北京链家房地产经纪有限公司,2298324993x
世纪茶贸 精装一居 家电全齐 紧邻地铁七号线 拎包入住 急租,世纪茶贸,116.329574,39.882526,1,3300.0,1,北京中世一家房地产有限公司,2267433990x
可做宿舍！地铁芍药居站对外经贸大学芍药居2号院精装大一居出租,芍药居2号院,116.434043,39.978127,1,3280.0,1,北京国良乐居房地产经纪有限公司,2305500127x
北花园小区出租大开间3300【包物业取暖】随时入住,北花园小区/,116.549693,39.905338,1,3300.0,1,北京宏韵锦城房地产经纪有限公司,2281051786x
南庭新苑精装一居室，婚房首次出租新宫西铁站新宫家园阳光星苑旁,南庭新苑,116.367429,39.803047,1,3100.0,2,爱屋吉屋,2328964709x
为你而选为你为家 京贸国际城 六号线北运河西站 小区绿化率高,京贸国际城西区,116.681124,39.920082,1,3300.0,1,北京链家房地产经纪有限公司,2278441743x
紧邻地铁学区房;平房南北通透;干净安全,东四四条,116.421746,39.927354,1,3200.0,1,,2317105913x
金泽家园c区精装修南向一居 拎包入住 设施齐全,金泽家园,116.563858,39.955297,1,2800.0,1,北京晟源房地产经纪有限公司,2257426363x
裕龙三区朝南一居精装拎包入住 交通便利,裕龙花园三区,116.671996,40.125036,1,3100.0,1,北京金色时光房地产经纪有限公司,2249088420x
普天大院 新街口外大街 积水潭 小西天 二炮医院 观河锦苑,普天大院,116.372439,39.954026,1,3300.0,1,北京盛世纪房地产经纪有限公司,2227723472x
地铁六号线物质学附近出租精装一居室 新家具 新装修 随时看房,朝北8080,116.648114,39.941498,1,3000.0,1,,2247160961x
地铁10号线 精装大一居 月付 无 随时看房 拎包入住,角门东里小区,116.379564,39.848097,1,2900.0,1,北京创辉置地房地产经纪有限公司,2236117805x
玉泉路地铁南、兆丰馨园1室1厅1卫 家电全齐 可拎包入住,兆丰馨园,116.24645,39.891328,1,3300.0,1,北京永晟房地产经纪有限公司,2236603404x
4号线公益西桥地铁站口 最低价精装一居 看谁下手快 无,星河苑2号院,116.369438,39.838551,1,2900.0,2,北京创辉置地房地产经纪有限公司,2223454029x
【 全源】0押金房租月付 石榴庄彩虹城婚房装修一居室首次出租温馨小窝,彩虹城,116.416304,39.838567,1,3300.0,1,北京我爱我家房地产经纪有限公司,2143521096x
紧邻地铁5+10号线【赵公口小区】精装温馨大一居 拎包入住,赵公口小区,116.413031,39.855487,1,3300.0,1,北京中天置家房地产经纪有限公司,2300228673x
为你而选为你为家 京贸国际城西区 精装修一居室,京贸国际城西区,116.681124,39.920082,1,3100.0,1,北京链家房地产经纪有限公司,2312440372x
为你而选为你为家 苏荷时代 正规一居室 家电齐全可拎包入住,苏荷时代,116.645052,39.891529,1,3300.0,1,北京链家房地产经纪有限公司,2312365015x
西客站 广安门 六里桥 复兴门附近 荣丰2008精装独立一居,荣丰2008,116.336616,39.894695,1,3200.0,1,,2300711407x
大牛坊社区 少有户型 拎包入住 温馨家庭首选,大牛坊社区,116.237084,40.084693,1,2800.0,1,北京中金行房地产经纪有限公司,2285284467x
【 全源】喜欢简单 不会凌乱喜欢低调 不会张扬角门东里1室,角门东里,116.384619,39.847859,1,3200.0,1,北京我爱我家房地产经纪有限公司,2304693405x
店长推荐！翼之城 家电家具齐全 干净整洁，拎包入住,翼之城,116.643048,40.043030,1,2900.0,1,北京金色时光房地产经纪有限公司,2292367524x
茶贸 里圈南向 宽敞明亮无遮挡 商住两用 拎包入住 临近地铁,茶贸国际中心,116.329574,39.882526,1,3000.0,1,北京康居易房地产经纪有限公司,2312724452x
丰台草桥玉泉营精装两居,中科万邦大厦,116.34524,39.853281,1,3000.0,1,北京华夏武阳房地产经纪有限公司,2300610704x
宣武区马连道百安居家乐福茶马北街世纪茶贸出租精装一居,世纪茶贸,116.329574,39.882526,1,3100.0,1,北京中世一家房地产有限公司,2283878022x
【 全源】五棵松地铁口精装一居家电齐全首次出租直降500急租,六建大院,116.269064,39.905984,1,3300.0,2,北京我爱我家房地产经纪有限公司,2297885808x
3G木兰 方庄 刘家窑 蒲黄榆 精装一居室 干净整洁价格美丽,3G木兰,116.434467,39.847786,1,3300.0,1,北京中天置地房地产经纪有限公司,2324929292x
宋家庄地铁附近 政馨家园附近 3G木兰精装一居室 随时看房,3G木兰,116.434467,39.847786,1,3300.0,1,北京中天置地房地产经纪有限公司,2329280777x
角门地铁站 嘉园小区 一室一厅 精装修 出租,嘉园三里,116.36607,39.842372,1,3200.0,1,,2256059580x
东亚三环 豪华装修 温馨一居 家电全齐 紧邻地铁4号线,东亚三环中心,116.371767,39.83702,1,3000.0,1,北京幸福家房地产经纪有限公司,2294717685x
【优质房源】双桥地铁东150米合美国际【家具家电齐全】,滨水动漫城,116.581158,39.908683,1,3200.0,2,北京恒洋我家房地产经纪有限公司,2283544934x
【蘑菇租房】酒店式·租六个月送一个月免费住 7号线精装地铁房,领寓公寓,116.541857,39.896171,1,3030.0,2,上海墨果资产管理有限公司,2295857528x
西四 平安里地铁 护国寺小吃街新街口南大街精装房屋出租,新街口南大街,116.372846,39.936929,1,3000.0,1,北京市畅熠地产经纪有限公司,2307334576x
朝阳门北小街，房屋一居，家电齐全,朝阳门北小街,116.426112,39.929133,1,2800.0,1,北京明日家园房地产经纪有限公司,2225385696x
荣京东街地铁站荣京丽都一居全齐低价交通便利真实价格,荣京丽都,116.511335,39.794439,1,2900.0,1,爱屋吉屋,2257895540x
茶贸世纪中心 精装大开间 家电齐全 可居住 可办公,茶贸国际中心,116.329574,39.882526,1,3100.0,1,北京康居易房地产经纪有限公司,2290579676x
【地铁旁一居】集中供暖阳光明媚 温馨公寓首次出租,滨水动漫城,116.581158,39.908683,1,3000.0,1,北京恒洋我家房地产经纪有限公司,2303085297x
古城路 简装一居室 家具家电全齐 房源真实图片 随时拎包入住,古城路小区,116.191497,39.914926,1,3000.0,1,北京深信乐居房地产经纪有限公司,2248635332x
为你而选为你为家 卢沟桥南里精装一居 家电全齐 地铁14,卢沟桥南里,116.234538,39.847642,1,3000.0,1,北京链家房地产经纪有限公司,2307582343x
土桥金隅自由筑精装 能办公能注册 紧邻地铁 随时看房,自由筑,116.699301,39.875403,1,2800.0,1,,2327764433x
【 全源】6号线物资学院地铁零距离精装修押一付一,金地格林格林,116.653678,39.951342,1,2800.0,1,北京我爱我家房地产经纪有限公司,2312022139x
酒仙桥 360电子总部 星城国际附近正规一居室出租 南向,芳园里,116.486259,39.972198,1,3000.0,1,北京大合联正房地产经纪有限公司,2251528400x
地铁临线9号线天兴家园精装正规一居室诚信出租,白盆窑天兴家园,116.310505,39.823744,1,3000.0,1,北京远江房地产经纪有限公司,2245827444x
亦庄线万源街站国融国际一室交通便利位置优越随时看房,国融国际,116.501782,39.801476,1,2900.0,1,爱屋吉屋,2224532475x
双榆树 知春里 知春路 人大东门 海淀黄庄 地铁10号线,知春东里,116.327252,39.975195,1,2800.0,1,北京诚鑫房地产有限公司,2313256387x
马家堡 7克拉开间 地铁10号线沿线 精装全齐 随时看房,7克拉,116.385346,39.839382,1,2800.0,1,北京幸福家房地产经纪有限公司,2325647774x
【 全源】【可押一付一】动动你的手不用满城跑，精装全齐电梯房紧邻地铁！,东亚五环国际,116.454539,39.793112,1,3250.0,1,北京我爱我家房地产经纪有限公司,2329539407x
【东大街6号院】精装全齐一居室、紧邻地铁9号线七里庄站,东大街6号院,116.298382,39.862883,1,3200.0,2,北京京诚友家房地产经纪有限公司,2313750200x
免物业取暖费金融街西单前门荣丰精装复式分租完全独立独门独户,荣丰2008,116.336616,39.894695,1,2800.0,1,荣丰搜房房产经纪有限公司,2218020012x
八通线双桥地铁旁 滨水动漫城精装开间 家具家居全齐 随时看房,滨水动漫城,116.581158,39.908683,1,3300.0,1,北京日盛置地房地产经纪有限公司,2303883820x
常营地铁6号线常营站 精装一居3000月 招租价格可谈!!!,富丽阳光,116.605464,39.926304,1,3000.0,1,,2312535046x
新街口平房;近积水潭地铁;新华百货;品牌家电,板桥三条,116.373193,39.947313,1,3200.0,1,北京瑞丽家房地产经纪有限公司,2282132603x
鸿城房地产 (好房出租) 可做饭可洗澡 两间房 紧邻地铁,小石桥胡同,116.391730,39.945987,1,3000.0,1,北京鸿城房地产经纪有限公司交道口分公司,2246622338x
业主首次出租木樨园赵公口东木樨园小区精装修大一居拎包随时入住,东木樨园,116.408236,39.857929,1,3300.0,1,北京中天置地房地产经纪有限公司,2313032930x
【 全源】超值牡丹园南北通透大主卧房子好不好 看过就知道赞,牡丹园东里,116.375425,39.977526,1,3000.0,2,北京我爱我家房地产经纪有限公司,2313164167x
双桥 定福庄 八通线 传媒大学北花园小区 精装开间家电齐全,北花园小区,116.549693,39.905338,1,3000.0,1,,2155722900x
大兴 四号线黄村西大街旁 阳光乐府 大一居 家电齐全 拎包,阳光乐府,116.328084,39.732503,1,2800.0,1,爱屋吉屋,2307515623x
为你而选为你为家 近万达 北苑地铁站 永辉超市,长城国际,116.632573,39.893652,1,3200.0,1,北京链家房地产经纪有限公司,2312904874x
全新升级公寓，家具家电齐全交通便利实拍图片物业管理安全放心,乐乎城市青年社区,116.464464,39.865181,1,2900.0,1,经纪人,2283801406x
好房推荐！西北旺大牛坊 精装两居 南北通透 拎包入住 超低价,大牛坊社区,116.237084,40.084693,1,3300.0,1,北京中金行房地产经纪有限公司,2297190255x
马家堡 东亚三环 地铁4号线 精装全齐 随时看房,东亚三环中心,116.371767,39.83702,1,3200.0,1,北京幸福家房地产经纪有限公司,2325576968x
地铁14号线旁 精装一居室 首次出租 家电齐全 随时看房,丰泽家园,116.239679,39.863018,1,2800.0,1,北京太平嘉业房地产经纪有限公司,2191329055x
【 全源】华龙苑中里 正规一居 8分到8号13号霍营站 家具家电齐全,华龙苑中里,116.369551,40.078382,1,3300.0,1,北京我爱我家房地产经纪有限公司,2301582243x
【 全源】立水桥 东亚奥北南区 精装一居 婚房首租 家电齐全2分钟地铁,东亚奥北南区,116.411249,40.054121,1,3300.0,1,北京我爱我家房地产经纪有限公司,2173651908x
北京像素独厨独卫，精装修首次出租,草房北京像素,116.615040,39.928041,1,2800.0,1,北京大熊公寓房地产经纪有限公司,2260990460x
义宾北区精装一居 首次出租 黄金一层 拎包入住,义宾北区,116.649031,40.132636,1,2800.0,1,北京金色时光房地产经纪有限公司,2284613893x
政馨园一区对面 美廉美 3G木兰精装一居室 宋家庄地铁站,3G木兰,116.434467,39.847786,1,3250.0,2,北京中天置地房地产经纪有限公司,2330104211x
黄村兴华大街 一居 地铁四号线 家具齐全 周边设施齐全,枣园小区,116.327059,39.751521,1,3300.0,1,爱屋吉屋,2322355652x
八通线，紧临双桥地铁，滨水动漫城一居室，精装修，配置全齐，,滨水动漫城,116.581158,39.908683,1,3000.0,1,北京好来屋房地产经纪有限公司,2236456715x
丰台区 东亚三环 7克拉 精装超高性价比 高端小区,7克拉,116.385346,39.839382,1,3100.0,1,北京幸福家房地产经纪有限公司,2306247691x
便宜精装一居 2900 全齐 火爆热租,金泽家园,116.563858,39.955297,1,2900.0,1,北京京创家园房地产经纪有限公司,2303235108x
精装修，拎包入住 LOFT户型 临近地铁 新出的房子,航城广场,116.60871,40.112509,1,3000.0,1,北京金紫燕房地产经纪有限公司,2287460856x
免物业取暧费长椿街金融街前门西单附近荣丰2008精装公寓,荣丰2008,116.336616,39.894695,1,3000.0,1,荣丰搜房房产经纪有限公司,2150135656x
自己的房子 一居室 家具家电都有 相片是自己拍摄的,颐园居,116.305777,39.915311,1,2900.0,1,,2296029977x
大兴区 紧邻枣园地铁站 枣园小区精装一居室 家电全齐2800,枣园小区,116.327059,39.751521,1,2800.0,1,爱屋吉屋,2312845168x
马家堡 7克拉 地铁10号线 高端公寓 拎包入住 首次出租,7克拉,116.385346,39.839382,1,2900.0,1,北京幸福家房地产经纪有限公司,2297549589x
马连道 茶贸中心 黄金地段 优质房源 低于市场价 拎包入住,茶贸国际中心,116.329574,39.882526,1,2900.0,1,北京康居易房地产经纪有限公司,2304050139x
为你而选为你为家 梨园城铁 时尚街区 东区 拎包住,时尚街区东区,116.668006,39.882068,1,3200.0,4,北京链家房地产经纪有限公司,2330605688x
出租精装修一居室 家具家电齐全 可月付租金,物资学院路,116.639316,39.926801,1,2800.0,1,,2304349542x
为你而选为你为家 倒座庙3300主卧朝南单间出租,苏州街倒座庙,116.305738,39.973928,1,3300.0,1,北京链家房地产经纪有限公司,2297355417x
为你而选为你为家 长城国际精装开间门口公交车站30分钟达国贸,长城国际,116.632573,39.893652,1,3000.0,3,北京链家房地产经纪有限公司,2293530718x
国融国际1室您等什么，有比这更便宜的吗,国融国际,116.501782,39.801476,1,3000.0,1,爱屋吉屋,2311134535x
【 全源】五棵松地铁口精装一居家电齐全首次出租业主直租直降500,六建大院,116.269064,39.905984,1,3300.0,1,北京我爱我家房地产经纪有限公司,2319988250x
为你而选为你为家 苏荷时代大开间 家电齐全 可拎包入住,苏荷时代,116.645052,39.891529,1,3200.0,5,北京链家房地产经纪有限公司,2304190374x
万达附近，干净整洁，正规一居室出租,摩卡空间,116.659572,39.907357,1,3200.0,1,北京链家房地产经纪有限公司,2219498474x
双桥地铁站东150米【合美国际】【家具家电齐全】,滨水动漫城,116.581158,39.908683,1,3300.0,1,北京恒洋我家房地产经纪有限公司,2272486977x
出租 东三环 农光里 精装修一居 真实照片 挨着公交紧邻地铁,农光里小区,116.464169,39.882398,1,3200.0,1,北京中天置地房地产经纪有限公司,2326704485x
顺义绿地起航国际临近地铁精装修家电齐全可注册随时看房,绿地启航国际,116.31417,39.690714,1,2800.0,1,,2329808798x
五棵松南 交通方便 南北朝向 拎包入住,青塔春园,116.255857,39.890497,1,3300.0,1,爱屋吉屋,2329232369x
为你而选为你为家 精装修大开间 交通便利 临近果园地铁,长城国际,116.632573,39.893652,1,3000.0,4,北京链家房地产经纪有限公司,2266986498x
土桥自由筑一居室 精装全齐 图片真实,自由筑,116.699301,39.875403,1,2800.0,1,,2281732497x
东亚创展，商住两用黄金位置，交通便利，你的居家首选,东亚创展国际,116.556135,40.118536,1,3000.0,1,北京金色时光房地产经纪有限公司,2309524144x
个人直租新建村一居临近常营青年路十里堡白家楼物资学院,新建村,116.038407,40.187983,1,3300.0,1,,2294962429x
链上你未来的家 长城国际 精装64平大开间 拎包入住 看房,长城国际,116.632573,39.893652,1,3300.0,1,北京链家房地产经纪有限公司,2253833243x
北花园小区出租一居室3300【包物业取暖】随时入住,北花园小区/,116.549693,39.905338,1,3300.0,1,北京宏韵锦城房地产经纪有限公司,2274651687x
望京大山子附近;精装顶层一居带露台;随时看房,康营小区,116.542489,40.03547,1,3300.0,1,北京安居恒远房地产经纪有限公司,2217759464x
地铁7号线马连道茶贸中心精装30平米一居3000/月,世纪茶贸中心,116.329574,39.882526,1,3000.0,1,,2316783428x
地铁14号线旁 精装一居室 首次出租 家电齐全 随时看房,大瓦窑绿洲家园,116.23524,39.864151,1,3100.0,2,北京太平嘉业房地产经纪有限公司,2225568278x
个人直租北花园小区精装一居室可月付 家电家具全新随时入住,北花园小区,116.549693,39.905338,1,3300.0,1,,2267197723x
赶紧拨打电话吧【前泥洼小区】稀缺一居室、十号线泥洼站沿线超值,前泥洼一区,116.302915,39.85706,1,3100.0,1,北京京诚友家房地产经纪有限公司,2299235973x
潘家园 十里河地铁附近 东盈苑中装一居室 家电家具齐全,东盈苑,116.467905,39.860914,1,3000.0,1,北京中天置地房地产经纪有限公司,2141183475x
地铁14号线旁 精装一居室 首次出租 家电齐全 随时看房,大瓦窑绿洲家园,116.23524,39.864151,1,3000.0,1,北京太平嘉业房地产经纪有限公司,2201325300x
丰台区 洋桥 东丽温泉小区 一室一厅 精装修 出租,东丽温泉家园,116.384884,39.854446,1,3000.0,1,,2275050583x
房主急租 四号地铁 南庭新苑正规一居室,南庭新苑,116.367429,39.803047,1,2900.0,1,北京世华家园房地产经纪有限公司,2286903450x
交通购物方便 马路对面郊野公园 随时看随时住 业主直租,金驹家园,116.568782,39.958759,1,2800.0,1,北京信达伟业房地产经纪有限公司,2262993037x
郭公庄地铁口总部基地幸福家园1室 50米仅租3200,郭公庄幸福家园小区,116.309724,39.818322,1,3200.0,1,爱屋吉屋,2325813038x
现代嘉园 精装一居室 家具家电全齐 随时拎包入住,古城现代嘉园,116.178806,39.913634,1,3300.0,2,北京深信乐居房地产经纪有限公司,2234884915x
【 全源】可月付 超值 陶然亭地铁 清芷园附近右内西街甲10 精装一居,右内西街甲10号院,116.359867,39.871578,1,3300.0,4,北京我爱我家房地产经纪有限公司,2289058155x
【 全源】出门做地铁，精装婚房，首次出租，给力！,复兴路46号院,116.253741,39.906256,1,3300.0,1,北京我爱我家房地产经纪有限公司,2328215342x
为你而选为你为家 长阳地铁站旁 首开熙悦双子座 可配置齐全,首开熙悦山,116.215869,39.768982,1,3000.0,3,北京链家房地产经纪有限公司,2304158214x
【优质房源】双桥地铁站东150米【空房 办公】,滨水动漫城,116.581158,39.908683,1,3000.0,1,北京恒洋我家房地产经纪有限公司,2202088969x
丰台区新宫地铁中福丽宫 1室1厅 60平米 精装修 押一付三,中福丽宫,116.356759,39.809607,1,2800.0,1,,2311154222x
花园闸北里精装修1室 再犹豫就只有看的份了,花园闸北里,116.548806,39.911285,1,3300.0,2,北京柏佳恒基房地产经纪有限公司,2310209434x
【中润置家】六里屯永旺家园精装开间 直达西二旗 中关村软件园,中关村软件园,116.292868,40.047683,1,3300.0,1,北京中润置家房地产经纪有限公司,2308672486x
为你而选为你为家 珠江拉维小镇一居室 家具家电齐全 采光好,珠江拉维小镇,116.687417,39.938107,1,2800.0,1,北京链家房地产经纪有限公司,2313399142x
【真实 真实 真实 真实】亦庄荣京丽都家电全齐住家办公注册可,荣京丽都,116.511335,39.794439,1,3300.0,1,经纪人,2305124754x
【便宜现房一居】朝阳路 十里堡华堂甘露园南里超值大一居,甘露园南里一区,116.513099,39.915030,1,3300.0,2,,2273539410x
出租后马厂精装一居 带小院 可做宿舍 可押一付一,后马厂胡同,116.390503,39.944898,1,2800.0,1,北京宜美家和房地产经纪有限公司,2235698547x
地铁边 南向 精装开间 随时看房,巴克摩界,116.641160,39.888010,1,3000.0,1,北京链家房地产经纪有限公司,2226302993x
大牛坊，上地，西二旗，软件园广场，联想百度，精装一居室,大牛坊中路,116.234094,40.082422,1,3000.0,3,北京中润置家房地产经纪有限公司,2298970092x
国融国际精装修 家电齐全 随时看房 拎包入住,国融国际,116.501782,39.801476,1,3000.0,2,经纪人,2306475416x
地铁房 东亚创展国际 精装跃层 家具家电齐全拎包入住,东亚创展国际,116.556135,40.118536,1,3000.0,1,北京金色时光房地产经纪有限公司,2298982997x
急出租!紧邻地铁六号线;传媒大学家属楼,定福庄北里2号院,116.558464,39.918832,1,3300.0,1,,2299014051x
小红门鸿博家园F区全齐一居室出租 业主直签 随时入住,鸿博家园,116.473153,39.829755,1,3000.0,1,北京天圣永邦投资担保有限公司,2281072996x
朝北8080正规1居低价，家电齐全，小区环境优美，拎包入住,朝北8080,116.648114,39.941498,1,3200.0,1,北京恒洋我家房地产经纪有限公司,2270923615x
东亚首航精装一居室，朝向好，住着温馨，看房方便，拎包入住！,东亚首航国际,116.598279,40.129149,1,3000.0,2,北京金色时光房地产经纪有限公司,2278655209x
酒仙桥 望京附近坝鑫家园精装一居室采光好 临近地铁 随时看房,坝鑫家园,116.535231,39.970194,1,3000.0,1,北京东源宏房地产经纪有限公司,2330243219x
幸福东区好房，前来速看！错过是遗憾！莫失良机啊！,幸福东区,116.658264,40.134722,1,2800.0,1,北京金色时光房地产经纪有限公司,2259857334x
四号线地铁新宫 新发地银地家园精装修一居室出租 拎包入住,银地家园,116.333311,39.821232,1,3200.0,1,北京顺达行房地产经纪有限公司,2312973883x
出租7号地铁口达官营小马厂白云桥西 手帕口 天宁寺西里公寓,荣丰2008,116.336616,39.894695,1,2800.0,1,荣丰搜房房产经纪有限公司,2147675388x
四号线西红门地铁站 精装全齐一居2800 随时看 先到,理想家园,116.341398,39.783282,1,2800.0,1,爱屋吉屋,2268528160x
【免物业，取暖费】国家话剧院 达官营地铁 十四中附近精装开间,荣丰2008,116.336616,39.894695,1,2900.0,2,北京安信瑞德房地产经纪有限公司,2256553218x
【上班族首选】找房子找累了吧？说不定我这套适合你,珠江四季悦城,116.583326,39.760086,1,3000.0,1,北京科隆多亿家置地房地产经纪有限公司,2267639727x
双桥地铁南200米 双柳巷精装一居 随时看房 拎包入住,双柳巷,116.578683,39.907229,1,3000.0,1,北京好来屋房地产经纪有限公司,2278372192x
地铁亦庄线 小红门 精装大一居 随时看房 随时入住,鸿博家园,116.473153,39.829755,1,3000.0,2,经纪人,2214796735x
古城现代嘉园 精装一居室 全南向 采光好 交通便利,古城现代嘉园,116.178806,39.913634,1,3300.0,1,北京深信乐居房地产经纪有限公司,2234725612x
双桥地铁站东150米【合美国际】南向全齐,滨水动漫城,116.581158,39.908683,1,3100.0,1,北京恒洋我家房地产经纪有限公司,1913527371x
【 全源】黄金地断超级抢手1室1厅1卫 出租2800元,逸成东苑,116.349346,40.013642,1,2800.0,1,北京我爱我家房地产经纪有限公司,2313122332x
建外大街国贸永安东里 南向一居 紧邻地铁永安里站 双子座大厦,永安东里小区,116.281144,39.928721,1,3200.0,1,,2106678720x
南木樨园正规南向一居室真实图片 精装全齐 随时看房,南木樨园,116.40384,39.855489,1,3300.0,1,北京世壹嘉房地产经纪有限公司,2170162498x
【紧邻地铁4号线】德鑫家园精装修 家电齐全，随时入住！随时看,德鑫家园,116.373333,39.817115,1,3300.0,2,爱屋吉屋,2287448586x
玉泉营桥西 爱情公寓 精装一居室 家电家具齐全可短租可日租,玉泉营公寓,116.345640,39.853270,1,2800.0,1,北京华夏武阳房地产经纪有限公司,2231211826x
望京、来广营、酒仙桥’大山子‘ 临近地铁14-15号线,望京、来广营、酒仙桥,116.498976,39.987962,1,3300.0,1,北京世杰佳园房地产经纪有限公司,2290788992x
【 全源】丰台玉泉营 亿城天筑 正规一居 精装 紧邻地铁 随时入住,亿城天筑,116.310984,39.820856,1,3200.0,1,北京我爱我家房地产经纪有限公司,2296838163x
挑战全年最低价，千万不要错过，光明桥板厂南里板厂小学一居！,板厂南里,116.442353,39.885039,1,3000.0,1,北京兆天房地产经纪有限公司,2327180534x
世纪茶贸中心 精装 大开间 出租 紧邻地铁 拎包入住,茶贸国际中心,116.329574,39.882526,1,3100.0,1,北京康居易房地产经纪有限公司,2312163754x
亿朋苑三区开间3000元 家电齐全 拎包入住,亿朋苑,116.335996,39.843597,1,3000.0,1,北京长实之地房地产经纪有限公司,2305828114x
【 全源】超值所享!大一居、南北通透、精装修、家具家电齐全!首次出租,海淀黄庄,116.317564,39.975996,1,2800.0,1,北京我爱我家房地产经纪有限公司,2329767863x
精装 角门 7克拉 白领公寓大开间 紧邻地铁10号线,7克拉,116.385346,39.839382,1,2800.0,1,北京幸福家房地产经纪有限公司,2303423196x
苏州街 人大西门 八一中学 酒店式公寓精装 可短租,八一中学家属院,116.303449,39.979007,1,2800.0,2,北京中天置地房地产经纪有限公司,2309526982x
住在我这您才像回到了家 金盏特价一居 抢租中！仅限今日,金盏嘉园,116.561261,40.009846,1,3000.0,1,北京尚佳伟业房地产经纪有限公司,2189699772x
【亦庄国融国际 好房急租】黄金地断超级抢手1室出租,国融国际,116.501782,39.801476,1,3000.0,1,爱屋吉屋,2292458208x
地铁4+10线角门西站 精装大一居 价格公道 月付 无,旭日嘉园,116.369229,39.845281,1,3300.0,1,北京创辉置地房地产经纪有限公司,2198190927x
茶贸世纪中心 精装一居室 临近地铁7号线 业主急租 拎包入住,茶贸国际中心,116.329574,39.882526,1,2900.0,1,北京康居易房地产经纪有限公司,2312569019x
枣园南区精装全齐一居室 紧邻4号线 家电全齐 拎包入住随时看,枣园尚城南区,116.32756,39.754233,1,3200.0,1,爱屋吉屋,2305008988x
湾子地铁站 家乐福超市 精装修全家电 周边生活设施齐,世纪茶贸,116.329574,39.882526,1,3100.0,1,北京铭阳嘉业房地产经纪有限公司,2321282588x
江山赋，低价出租，领包即住，价格可谈，,中景江山赋,116.552934,40.110896,1,2800.0,3,北京金色时光房地产经纪有限公司,2310478108x
租到赚到 十里堡华堂东甘露园南里一区一室一厅出租,甘露园南里,116.517036,39.914418,1,3300.0,1,,2281997625x
西红门地铁站 兴海家园日苑1室 精装全齐 干净整洁 拎包入住,兴海家园日苑,116.33163,39.792486,1,3200.0,1,爱屋吉屋,2303502168x
